#                                                          
# SPHERE/IRDIS DB D_Y23 filters transmission               
#                                                          
# Updated with final values on 2015-04-16 by Arthur Vigan  
# For any information, please contact <arthur.vigan@lam.fr>
#                                                          
# wavelength   D_Y2          D_Y3                          
#                                                          
      1197.0   0.000000686   0.000000019
      1198.0   0.000000792   0.000000019
      1199.0   0.000000897   0.000000017
      1200.0   0.000001019   0.000000017
      1201.0   0.000001174   0.000000019
      1202.0   0.000001259   0.000000017
      1203.0   0.000001213   0.000000017
      1204.0   0.000001462   0.000000015
      1205.0   0.000001781   0.000000016
      1206.0   0.000002157   0.000000017
      1207.0   0.000002289   0.000000015
      1208.0   0.000002595   0.000000013
      1209.0   0.000003004   0.000000013
      1210.0   0.000003664   0.000000015
      1211.0   0.000004264   0.000000014
      1212.0   0.000005434   0.000000016
      1213.0   0.000006631   0.000000011
      1214.0   0.000008632   0.000000013
      1215.0   0.000011328   0.000000019
      1216.0   0.000015474   0.000000014
      1217.0   0.000019636   0.000000013
      1218.0   0.000028280   0.000000013
      1219.0   0.000040860   0.000000015
      1220.0   0.000056392   0.000000014
      1221.0   0.000072308   0.000000012
      1222.0   0.000087533   0.000000014
      1223.0   0.000089654   0.000000015
      1224.0   0.000090272   0.000000017
      1225.0   0.000075958   0.000000015
      1226.0   0.000063495   0.000000016
      1227.0   0.000048324   0.000000017
      1228.0   0.000038747   0.000000019
      1229.0   0.000030423   0.000000020
      1230.0   0.000027192   0.000000025
      1231.0   0.000022901   0.000000025
      1232.0   0.000021508   0.000000027
      1233.0   0.000019327   0.000000030
      1234.0   0.000018993   0.000000033
      1235.0   0.000017853   0.000000030
      1236.0   0.000017418   0.000000039
      1237.0   0.000016794   0.000000046
      1238.0   0.000017034   0.000000048
      1239.0   0.000017115   0.000000052
      1240.0   0.000017359   0.000000059
      1241.0   0.000016800   0.000000058
      1242.0   0.000016782   0.000000062
      1243.0   0.000016985   0.000000065
      1244.0   0.000016965   0.000000068
      1245.0   0.000017229   0.000000077
      1246.0   0.000018209   0.000000077
      1247.0   0.000018425   0.000000076
      1248.0   0.000019049   0.000000089
      1249.0   0.000020121   0.000000099
      1250.0   0.000019631   0.000000094
      1251.0   0.000019388   0.000000098
      1252.0   0.000020177   0.000000103
      1253.0   0.000020363   0.000000094
      1254.0   0.000021505   0.000000107
      1255.0   0.000022731   0.000000120
      1256.0   0.000024788   0.000000135
      1257.0   0.000027988   0.000000153
      1258.0   0.000032129   0.000000155
      1259.0   0.000034245   0.000000162
      1260.0   0.000039670   0.000000208
      1261.0   0.000046023   0.000000239
      1262.0   0.000056365   0.000000301
      1263.0   0.000070526   0.000000385
      1264.0   0.000081959   0.000000400
      1265.0   0.000090483   0.000000574
      1266.0   0.000100319   0.000000653
      1267.0   0.000109825   0.000000756
      1268.0   0.000118067   0.000001103
      1269.0   0.000120348   0.000001386
      1270.0   0.000119492   0.000001494
      1271.0   0.000113146   0.000001776
      1272.0   0.000109184   0.000002284
      1273.0   0.000098932   0.000002849
      1274.0   0.000091357   0.000003798
      1275.0   0.000081682   0.000004698
      1276.0   0.000074659   0.000005892
      1277.0   0.000064571   0.000007083
      1278.0   0.000056331   0.000008762
      1279.0   0.000048498   0.000011074
      1280.0   0.000043929   0.000015097
      1281.0   0.000038394   0.000020245
      1282.0   0.000032739   0.000026758
      1283.0   0.000028273   0.000035100
      1284.0   0.000024887   0.000044042
      1285.0   0.000021242   0.000048998
      1286.0   0.000018025   0.000048657
      1287.0   0.000014417   0.000040563
      1288.0   0.000012458   0.000032953
      1289.0   0.000011053   0.000025286
      1290.0   0.000009357   0.000017379
      1291.0   0.000007718   0.000011266
      1292.0   0.000005208   0.000006011
      1293.0   0.000004382   0.000004091
      1294.0   0.000003760   0.000002917
      1295.0   0.000002868   0.000001888
      1296.0   0.000002595   0.000001480
      1297.0   0.000002543   0.000001280
      1298.0   0.000001509   0.000000683
      1299.0   0.000001217   0.000000506
      1300.0   0.000001392   0.000000534
      1301.0   0.000001154   0.000000408
      1302.0   0.000001286   0.000000421
      1303.0   0.000001258   0.000000388
      1304.0   0.000000208   0.000000061
      1305.0   0.000000120   0.000000033
      1306.0   0.000000724   0.000000188
      1307.0   0.000000974   0.000000242
      1308.0   0.000000000   0.000000000
      1309.0   0.000000927   0.000000213
      1310.0   0.000000149   0.000000033
      1311.0   0.000000648   0.000000142
      1312.0   0.000000389   0.000000084
      1313.0   0.000000107   0.000000023
      1314.0   0.000001727   0.000000362
      1315.0   0.000002646   0.000000556
      1316.0   0.000000210   0.000000045
      1317.0   0.000001041   0.000000232
      1318.0   0.000000000   0.000000000
      1319.0   0.000001502   0.000000377
      1320.0   0.000002904   0.000000798
      1321.0   0.000000000   0.000000000
      1322.0   0.000000000   0.000000000
      1323.0   0.000002061   0.000000832
      1324.0   0.000000983   0.000000468
      1325.0   0.000000621   0.000000354
      1326.0   0.000000089   0.000000061
      1327.0   0.000001857   0.000001539
      1328.0   0.000000744   0.000000743
      1329.0   0.000000000   0.000000000
      1330.0   0.000000544   0.000000763
      1331.0   0.000001393   0.000002248
      1332.0   0.000000568   0.000001029
      1333.0   0.000000000   0.000000000
      1334.0   0.000000209   0.000000438
      1335.0   0.000001796   0.000003901
      1336.0   0.000001593   0.000003515
      1337.0   0.000000315   0.000000695
      1338.0   0.000000000   0.000000000
      1339.0   0.000000000   0.000000000
      1340.0   0.000000721   0.000001465
      1341.0   0.000000924   0.000001809
      1342.0   0.000001273   0.000002399
      1343.0   0.000000981   0.000001781
      1344.0   0.000000464   0.000000817
      1345.0   0.000000543   0.000000924
      1346.0   0.000000803   0.000001326
      1347.0   0.000000344   0.000000550
      1348.0   0.000000566   0.000000884
      1349.0   0.000000680   0.000001046
      1350.0   0.000000457   0.000000694
      1351.0   0.000000552   0.000000826
      1352.0   0.000001770   0.000002604
      1353.0   0.000001799   0.000002619
      1354.0   0.000001567   0.000002281
      1355.0   0.000001776   0.000002576
      1356.0   0.000001493   0.000002170
      1357.0   0.000001464   0.000002138
      1358.0   0.000001756   0.000002568
      1359.0   0.000002156   0.000003142
      1360.0   0.000002402   0.000003515
      1361.0   0.000002338   0.000003501
      1362.0   0.000003435   0.000005219
      1363.0   0.000004011   0.000006217
      1364.0   0.000003681   0.000005841
      1365.0   0.000003588   0.000005773
      1366.0   0.000004132   0.000006763
      1367.0   0.000005217   0.000008760
      1368.0   0.000005483   0.000009426
      1369.0   0.000005313   0.000009388
      1370.0   0.000005121   0.000009370
      1371.0   0.000005231   0.000009850
      1372.0   0.000006160   0.000012020
      1373.0   0.000005791   0.000011719
      1374.0   0.000004654   0.000009715
      1375.0   0.000004589   0.000009916
      1376.0   0.000004769   0.000010718
      1377.0   0.000004430   0.000010373
      1378.0   0.000003720   0.000009013
      1379.0   0.000003845   0.000009732
      1380.0   0.000004577   0.000012110
      1381.0   0.000003418   0.000009411
      1382.0   0.000002546   0.000007247
      1383.0   0.000002774   0.000008181
      1384.0   0.000002141   0.000006488
      1385.0   0.000001482   0.000004566
      1386.0   0.000002174   0.000006720
      1387.0   0.000002690   0.000008293
      1388.0   0.000001642   0.000004966
      1389.0   0.000000816   0.000002390
      1390.0   0.000001189   0.000003324
      1391.0   0.000001185   0.000003129
      1392.0   0.000000622   0.000001533
      1393.0   0.000000384   0.000000868
      1394.0   0.000001492   0.000003055
      1395.0   0.000001981   0.000003638
      1396.0   0.000001363   0.000002220
      1397.0   0.000001248   0.000001793
      1398.0   0.000001479   0.000001872
      1399.0   0.000002610   0.000002912
      1400.0   0.000002559   0.000002526
      1401.0   0.000000237   0.000000205
      1402.0   0.000001468   0.000001116
      1403.0   0.000003098   0.000002077
      1404.0   0.000003483   0.000002070
      1405.0   0.000003701   0.000001965
      1406.0   0.000004226   0.000002013
      1407.0   0.000006954   0.000002984
      1408.0   0.000005303   0.000002057
      1409.0   0.000005114   0.000001810
      1410.0   0.000009515   0.000003070
      1411.0   0.000011296   0.000003368
      1412.0   0.000012734   0.000003532
      1413.0   0.000013384   0.000003467
      1414.0   0.000013480   0.000003297
      1415.0   0.000017953   0.000004178
      1416.0   0.000021519   0.000004764
      1417.0   0.000024590   0.000005239
      1418.0   0.000029218   0.000006052
      1419.0   0.000030854   0.000006213
      1420.0   0.000032616   0.000006405
      1421.0   0.000037676   0.000007285
      1422.0   0.000041836   0.000007959
      1423.0   0.000039752   0.000007471
      1424.0   0.000039169   0.000007308
      1425.0   0.000038401   0.000007138
      1426.0   0.000040261   0.000007584
      1427.0   0.000041694   0.000007914
      1428.0   0.000044231   0.000008362
      1429.0   0.000046212   0.000008914
      1430.0   0.000046195   0.000009043
      1431.0   0.000041256   0.000008150
      1432.0   0.000039046   0.000007810
      1433.0   0.000039351   0.000008031
      1434.0   0.000039526   0.000008174
      1435.0   0.000031540   0.000006659
      1436.0   0.000030997   0.000006743
      1437.0   0.000031734   0.000007049
      1438.0   0.000026387   0.000005974
      1439.0   0.000022641   0.000005213
      1440.0   0.000021777   0.000005160
      1441.0   0.000021568   0.000005227
      1442.0   0.000020033   0.000005006
      1443.0   0.000014620   0.000003753
      1444.0   0.000013775   0.000003629
      1445.0   0.000013893   0.000003756
      1446.0   0.000010398   0.000002888
      1447.0   0.000005469   0.000001561
      1448.0   0.000006181   0.000001822
      1449.0   0.000007047   0.000002141
      1450.0   0.000004491   0.000001406
      1451.0   0.000004730   0.000001522
      1452.0   0.000004200   0.000001396
      1453.0   0.000003072   0.000001057
      1454.0   0.000002156   0.000000767
      1455.0   0.000002802   0.000001030
      1456.0   0.000003957   0.000001507
      1457.0   0.000002300   0.000000905
      1458.0   0.000004124   0.000001676
      1459.0   0.000002315   0.000000973
      1460.0   0.000004060   0.000001764
      1461.0   0.000003454   0.000001553
      1462.0   0.000000612   0.000000287
      1463.0   0.000003716   0.000001810
      1464.0   0.000005283   0.000002675
      1465.0   0.000003300   0.000001736
      1466.0   0.000002281   0.000001244
      1467.0   0.000001160   0.000000658
      1468.0   0.000004410   0.000002603
      1469.0   0.000003226   0.000001983
      1470.0   0.000003297   0.000002106
      1471.0   0.000003645   0.000002422
      1472.0   0.000003874   0.000002678
      1473.0   0.000002681   0.000001924
      1474.0   0.000004823   0.000003590
      1475.0   0.000007718   0.000005944
      1476.0   0.000008767   0.000006991
      1477.0   0.000009846   0.000008128
      1478.0   0.000012101   0.000010313
      1479.0   0.000015615   0.000013714
      1480.0   0.000011786   0.000010644
      1481.0   0.000016389   0.000015179
      1482.0   0.000020117   0.000019063
      1483.0   0.000024663   0.000023862
      1484.0   0.000022429   0.000022088
      1485.0   0.000028888   0.000028852
      1486.0   0.000032583   0.000032907
      1487.0   0.000034622   0.000035305
      1488.0   0.000035200   0.000036084
      1489.0   0.000043182   0.000044374
      1490.0   0.000043186   0.000044366
      1491.0   0.000043750   0.000044832
      1492.0   0.000050434   0.000051420
      1493.0   0.000058291   0.000058992
      1494.0   0.000053371   0.000053523
      1495.0   0.000056012   0.000055547
      1496.0   0.000058177   0.000056966
      1497.0   0.000054175   0.000052311
      1498.0   0.000049374   0.000047006
      1499.0   0.000047101   0.000044163
      1500.0   0.000050195   0.000046322
      1501.0   0.000048444   0.000044007
      1502.0   0.000047771   0.000042685
      1503.0   0.000042936   0.000037726
      1504.0   0.000042164   0.000036458
      1505.0   0.000034975   0.000029761
      1506.0   0.000031163   0.000026120
      1507.0   0.000024857   0.000020527
      1508.0   0.000021173   0.000017234
      1509.0   0.000017490   0.000014052
      1510.0   0.000020292   0.000016105
      1511.0   0.000016337   0.000012817
      1512.0   0.000015347   0.000011909
      1513.0   0.000008895   0.000006836
      1514.0   0.000007779   0.000005926
      1515.0   0.000008679   0.000006551
      1516.0   0.000007763   0.000005819
      1517.0   0.000010485   0.000007812
      1518.0   0.000003197   0.000002372
      1519.0   0.000003423   0.000002527
      1520.0   0.000003593   0.000002643
      1521.0   0.000006872   0.000005040
      1522.0   0.000002255   0.000001651
      1523.0   0.000000995   0.000000728
      1524.0   0.000000000   0.000000000
      1525.0   0.000002038   0.000001490
      1526.0   0.000000000   0.000000000
      1527.0   0.000001333   0.000000979
      1528.0   0.000003747   0.000002758
      1529.0   0.000004805   0.000003547
      1530.0   0.000003872   0.000002870
      1531.0   0.000000000   0.000000000
      1532.0   0.000000000   0.000000000
      1533.0   0.000005212   0.000003920
      1534.0   0.000002396   0.000001812
      1535.0   0.000000000   0.000000000
      1536.0   0.000002608   0.000001999
      1537.0   0.000000000   0.000000000
      1538.0   0.000000000   0.000000000
      1539.0   0.000000000   0.000000000
      1540.0   0.000000000   0.000000000
      1541.0   0.000004714   0.000003763
      1542.0   0.000000000   0.000000000
      1543.0   0.000000000   0.000000000
      1544.0   0.000002153   0.000001766
      1545.0   0.000000000   0.000000000
      1546.0   0.000002103   0.000001758
      1547.0   0.000000000   0.000000000
      1548.0   0.000000000   0.000000000
      1549.0   0.000003621   0.000003113
      1550.0   0.000001210   0.000001050
      1551.0   0.000000000   0.000000000
      1552.0   0.000000000   0.000000000
      1553.0   0.000000000   0.000000000
      1554.0   0.000002198   0.000001978
      1555.0   0.000000000   0.000000000
      1556.0   0.000000000   0.000000000
      1557.0   0.000000000   0.000000000
      1558.0   0.000000000   0.000000000
      1559.0   0.000001566   0.000001469
      1560.0   0.000001749   0.000001652
      1561.0   0.000000000   0.000000000
      1562.0   0.000000000   0.000000000
      1563.0   0.000000497   0.000000478
      1564.0   0.000001813   0.000001755
      1565.0   0.000002022   0.000001968
      1566.0   0.000000000   0.000000000
      1567.0   0.000000049   0.000000048
      1568.0   0.000000818   0.000000807
      1569.0   0.000000000   0.000000000
      1570.0   0.000006331   0.000006292
      1571.0   0.000005378   0.000005361
      1572.0   0.000000000   0.000000000
      1573.0   0.000000641   0.000000642
      1574.0   0.000000000   0.000000000
      1575.0   0.000000000   0.000000000
      1576.0   0.000000000   0.000000000
      1577.0   0.000000000   0.000000000
      1578.0   0.000001578   0.000001589
      1579.0   0.000001637   0.000001650
      1580.0   0.000000000   0.000000000
      1581.0   0.000000000   0.000000000
      1582.0   0.000000000   0.000000000
      1583.0   0.000000266   0.000000268
      1584.0   0.000002678   0.000002694
      1585.0   0.000002921   0.000002937
      1586.0   0.000000000   0.000000000
      1587.0   0.000000000   0.000000000
      1588.0   0.000002415   0.000002421
      1589.0   0.000000000   0.000000000
      1590.0   0.000002598   0.000002600
      1591.0   0.000000800   0.000000799
      1592.0   0.000000000   0.000000000
      1593.0   0.000001122   0.000001119
      1594.0   0.000003512   0.000003500
      1595.0   0.000003878   0.000003862
      1596.0   0.000002860   0.000002847
      1597.0   0.000000000   0.000000000
      1598.0   0.000000000   0.000000000
      1599.0   0.000000000   0.000000000
      1600.0   0.000000000   0.000000000
      1601.0   0.000001660   0.000001651
      1602.0   0.000003255   0.000003238
      1603.0   0.000000000   0.000000000
      1604.0   0.000000000   0.000000000
      1605.0   0.000000000   0.000000000
      1606.0   0.000001070   0.000001067
      1607.0   0.000000000   0.000000000
      1608.0   0.000000000   0.000000000
      1609.0   0.000003063   0.000003066
      1610.0   0.000004199   0.000004210
      1611.0   0.000000313   0.000000314
      1612.0   0.000002677   0.000002694
      1613.0   0.000003045   0.000003070
      1614.0   0.000000000   0.000000000
      1615.0   0.000000000   0.000000000
      1616.0   0.000000000   0.000000000
      1617.0   0.000000000   0.000000000
      1618.0   0.000001603   0.000001638
      1619.0   0.000006350   0.000006507
      1620.0   0.000000000   0.000000000
      1621.0   0.000000000   0.000000000
      1622.0   0.000001523   0.000001576
      1623.0   0.000000010   0.000000011
      1624.0   0.000002726   0.000002841
      1625.0   0.000000000   0.000000000
      1626.0   0.000000000   0.000000000
      1627.0   0.000000906   0.000000955
      1628.0   0.000001934   0.000002046
      1629.0   0.000000445   0.000000472
      1630.0   0.000000566   0.000000604
      1631.0   0.000000354   0.000000378
      1632.0   0.000000047   0.000000051
      1633.0   0.000004174   0.000004501
      1634.0   0.000000402   0.000000435
      1635.0   0.000000000   0.000000000
      1636.0   0.000002541   0.000002771
      1637.0   0.000000263   0.000000288
      1638.0   0.000000000   0.000000000
      1639.0   0.000005105   0.000005627
      1640.0   0.000006687   0.000007398
      1641.0   0.000002752   0.000003054
      1642.0   0.000000000   0.000000000
      1643.0   0.000000000   0.000000000
      1644.0   0.000001547   0.000001733
      1645.0   0.000002371   0.000002664
      1646.0   0.000001680   0.000001893
      1647.0   0.000000000   0.000000000
      1648.0   0.000000000   0.000000000
      1649.0   0.000000000   0.000000000
      1650.0   0.000000000   0.000000000
      1651.0   0.000000346   0.000000394
      1652.0   0.000000000   0.000000000
      1653.0   0.000000185   0.000000211
      1654.0   0.000006439   0.000007368
      1655.0   0.000007517   0.000008609
      1656.0   0.000001901   0.000002179
      1657.0   0.000000000   0.000000000
      1658.0   0.000003197   0.000003670
      1659.0   0.000003873   0.000004446
      1660.0   0.000001377   0.000001583
      1661.0   0.000004616   0.000005303
      1662.0   0.000008780   0.000010074
      1663.0   0.000006719   0.000007706
      1664.0   0.000007564   0.000008674
      1665.0   0.000007918   0.000009075
      1666.0   0.000011118   0.000012722
      1667.0   0.000017320   0.000019788
      1668.0   0.000019862   0.000022658
      1669.0   0.000023247   0.000026467
      1670.0   0.000028335   0.000032198
      1671.0   0.000035144   0.000039852
      1672.0   0.000041671   0.000047125
      1673.0   0.000055858   0.000063020
      1674.0   0.000073842   0.000083087
      1675.0   0.000084510   0.000094837
      1676.0   0.000092461   0.000103421
      1677.0   0.000107959   0.000120344
      1678.0   0.000124442   0.000138234
      1679.0   0.000139651   0.000154572
      1680.0   0.000159174   0.000175528
      1681.0   0.000179987   0.000197736
      1682.0   0.000200214   0.000219094
      1683.0   0.000224449   0.000244605
      1684.0   0.000247941   0.000268934
      1685.0   0.000259439   0.000280141
      1686.0   0.000267265   0.000287348
      1687.0   0.000278174   0.000297672
      1688.0   0.000288510   0.000307230
      1689.0   0.000294397   0.000312113
      1690.0   0.000300339   0.000316822
      1691.0   0.000306170   0.000321330
      1692.0   0.000315307   0.000329219
      1693.0   0.000323572   0.000336195
      1694.0   0.000310660   0.000320927
      1695.0   0.000286374   0.000294182
      1696.0   0.000274083   0.000280234
      1697.0   0.000266141   0.000270753
      1698.0   0.000252213   0.000255186
      1699.0   0.000237997   0.000239500
      1700.0   0.000227970   0.000228145
      1701.0   0.000207390   0.000206468
      1702.0   0.000193284   0.000191383
      1703.0   0.000180724   0.000178070
      1704.0   0.000168399   0.000165049
      1705.0   0.000153664   0.000149726
      1706.0   0.000137034   0.000132864
      1707.0   0.000123247   0.000118856
      1708.0   0.000115831   0.000111147
      1709.0   0.000108406   0.000103525
      1710.0   0.000098690   0.000093732
      1711.0   0.000094532   0.000089372
      1712.0   0.000095654   0.000090033
      1713.0   0.000095081   0.000089114
      1714.0   0.000084841   0.000079200
      1715.0   0.000080472   0.000074798
      1716.0   0.000086392   0.000079978
      1717.0   0.000090740   0.000083725
      1718.0   0.000091733   0.000084279
      1719.0   0.000087429   0.000080036
      1720.0   0.000084608   0.000077183
      1721.0   0.000086947   0.000079045
      1722.0   0.000092547   0.000083888
      1723.0   0.000086523   0.000078230
      1724.0   0.000085383   0.000076996
      1725.0   0.000097029   0.000087284
      1726.0   0.000105900   0.000095016
      1727.0   0.000110705   0.000099112
      1728.0   0.000112088   0.000100186
      1729.0   0.000118470   0.000105712
      1730.0   0.000138453   0.000123314
      1731.0   0.000144508   0.000128674
      1732.0   0.000148849   0.000132377
      1733.0   0.000162166   0.000144056
      1734.0   0.000180862   0.000160560
      1735.0   0.000195836   0.000173791
      1736.0   0.000210025   0.000186440
      1737.0   0.000229322   0.000203666
      1738.0   0.000252576   0.000224270
      1739.0   0.000277507   0.000246451
      1740.0   0.000308894   0.000274627
      1741.0   0.000338200   0.000301054
      1742.0   0.000369062   0.000328894
      1743.0   0.000378360   0.000337643
      1744.0   0.000399205   0.000356919
      1745.0   0.000431288   0.000386225
      1746.0   0.000460422   0.000412714
      1747.0   0.000476534   0.000427906
      1748.0   0.000495366   0.000445859
      1749.0   0.000508532   0.000458948
      1750.0   0.000532019   0.000481321
      1751.0   0.000541248   0.000491181
      1752.0   0.000559287   0.000509010
      1753.0   0.000579777   0.000529563
      1754.0   0.000591804   0.000541983
      1755.0   0.000573303   0.000526883
      1756.0   0.000568128   0.000523860
      1757.0   0.000554167   0.000512577
      1758.0   0.000553410   0.000513683
      1759.0   0.000545745   0.000508559
      1760.0   0.000531395   0.000496939
      1761.0   0.000514534   0.000483106
      1762.0   0.000515218   0.000485302
      1763.0   0.000501466   0.000473998
      1764.0   0.000504924   0.000479560
      1765.0   0.000494061   0.000471310
      1766.0   0.000499738   0.000478426
      1767.0   0.000470714   0.000452461
      1768.0   0.000458653   0.000442741
      1769.0   0.000452589   0.000438788
      1770.0   0.000450366   0.000438203
      1771.0   0.000454886   0.000444259
      1772.0   0.000461669   0.000452710
      1773.0   0.000483661   0.000475972
      1774.0   0.000512686   0.000506581
      1775.0   0.000529150   0.000524973
      1776.0   0.000556775   0.000554602
      1777.0   0.000546347   0.000546135
      1778.0   0.000584373   0.000586196
      1779.0   0.000631674   0.000636210
      1780.0   0.000670934   0.000678471
      1781.0   0.000679323   0.000688859
      1782.0   0.000715718   0.000728034
      1783.0   0.000735505   0.000750899
      1784.0   0.000767158   0.000785540
      1785.0   0.000769452   0.000790921
      1786.0   0.000798485   0.000822958
      1787.0   0.000791129   0.000817020
      1788.0   0.000800628   0.000829071
      1789.0   0.000775868   0.000805915
      1790.0   0.000789794   0.000822204
      1791.0   0.000777140   0.000810390
      1792.0   0.000765811   0.000800327
      1793.0   0.000731569   0.000766271
      1794.0   0.000737363   0.000773482
      1795.0   0.000673037   0.000707054
      1796.0   0.000646490   0.000679861
      1797.0   0.000609998   0.000642179
      1798.0   0.000585692   0.000617148
      1799.0   0.000523362   0.000551829
      1800.0   0.000476169   0.000502351
      1801.0   0.000431191   0.000455134
      1802.0   0.000398289   0.000420435
      1803.0   0.000355680   0.000375433
      1804.0   0.000308130   0.000325218
      1805.0   0.000262329   0.000276700
      1806.0   0.000243485   0.000256610
      1807.0   0.000208523   0.000219652
      1808.0   0.000179122   0.000188611
      1809.0   0.000151930   0.000159774
      1810.0   0.000132349   0.000138915
      1811.0   0.000105490   0.000110580
      1812.0   0.000100733   0.000105480
      1813.0   0.000087028   0.000090963
      1814.0   0.000076882   0.000080179
      1815.0   0.000065542   0.000068193
      1816.0   0.000047483   0.000049314
      1817.0   0.000051083   0.000052928
      1818.0   0.000050256   0.000051952
      1819.0   0.000030833   0.000031801
      1820.0   0.000025968   0.000026729
      1821.0   0.000027532   0.000028250
      1822.0   0.000028999   0.000029669
      1823.0   0.000033895   0.000034577
      1824.0   0.000027468   0.000027938
      1825.0   0.000016531   0.000016757
      1826.0   0.000028952   0.000029265
      1827.0   0.000016026   0.000016151
      1828.0   0.000010836   0.000010888
      1829.0   0.000000675   0.000000676
      1830.0   0.000008473   0.000008459
      1831.0   0.000005425   0.000005400
      1832.0   0.000002712   0.000002691
      1833.0   0.000009372   0.000009272
      1834.0   0.000007180   0.000007086
      1835.0   0.000000000   0.000000000
      1836.0   0.000018727   0.000018383
      1837.0   0.000014076   0.000013777
      1838.0   0.000009449   0.000009226
      1839.0   0.000000000   0.000000000
      1840.0   0.000000000   0.000000000
      1841.0   0.000009182   0.000008901
      1842.0   0.000004967   0.000004807
      1843.0   0.000000000   0.000000000
      1844.0   0.000003015   0.000002908
      1845.0   0.000004412   0.000004249
      1846.0   0.000001314   0.000001264
      1847.0   0.000016192   0.000015560
      1848.0   0.000013834   0.000013287
      1849.0   0.000010001   0.000009598
      1850.0   0.000006907   0.000006626
      1851.0   0.000000000   0.000000000
      1852.0   0.000003309   0.000003175
      1853.0   0.000007101   0.000006817
      1854.0   0.000013000   0.000012489
      1855.0   0.000005106   0.000004909
      1856.0   0.000010463   0.000010070
      1857.0   0.000020695   0.000019952
      1858.0   0.000032914   0.000031775
      1859.0   0.000006220   0.000006013
      1860.0   0.000007228   0.000007001
      1861.0   0.000033875   0.000032897
      1862.0   0.000031456   0.000030649
      1863.0   0.000029770   0.000029095
      1864.0   0.000023815   0.000023348
      1865.0   0.000016748   0.000016475
      1866.0   0.000013396   0.000013218
      1867.0   0.000016443   0.000016291
      1868.0   0.000027939   0.000027791
      1869.0   0.000029617   0.000029575
      1870.0   0.000018874   0.000018912
      1871.0   0.000010392   0.000010465
      1872.0   0.000017958   0.000018182
      1873.0   0.000029872   0.000030412
      1874.0   0.000007938   0.000008131
      1875.0   0.000003276   0.000003377
      1876.0   0.000022364   0.000023197
      1877.0   0.000022143   0.000023125
      1878.0   0.000003549   0.000003729
      1879.0   0.000004474   0.000004728
      1880.0   0.000014271   0.000015181
      1881.0   0.000013093   0.000014019
      1882.0   0.000003972   0.000004277
      1883.0   0.000000671   0.000000727
      1884.0   0.000003507   0.000003830
      1885.0   0.000006758   0.000007430
      1886.0   0.000011438   0.000012657
      1887.0   0.000009533   0.000010622
      1888.0   0.000001560   0.000001751
      1889.0   0.000000000   0.000000000
      1890.0   0.000003918   0.000004457
      1891.0   0.000000000   0.000000000
      1892.0   0.000000000   0.000000000
      1893.0   0.000002388   0.000002779
      1894.0   0.000017323   0.000020303
      1895.0   0.000002588   0.000003053
      1896.0   0.000000000   0.000000000
      1897.0   0.000000000   0.000000000
      1898.0   0.000001790   0.000002158
      1899.0   0.000004670   0.000005666
      1900.0   0.000000000   0.000000000
      1901.0   0.000000000   0.000000000
      1902.0   0.000000000   0.000000000
      1903.0   0.000001050   0.000001310
      1904.0   0.000007696   0.000009664
      1905.0   0.000003262   0.000004123
      1906.0   0.000001114   0.000001418
      1907.0   0.000011133   0.000014279
      1908.0   0.000001067   0.000001377
      1909.0   0.000000000   0.000000000
      1910.0   0.000000000   0.000000000
      1911.0   0.000000000   0.000000000
      1912.0   0.000000000   0.000000000
      1913.0   0.000000000   0.000000000
      1914.0   0.000000000   0.000000000
      1915.0   0.000000642   0.000000860
      1916.0   0.000006361   0.000008550
      1917.0   0.000005298   0.000007150
      1918.0   0.000001758   0.000002382
      1919.0   0.000000000   0.000000000
      1920.0   0.000000052   0.000000072
      1921.0   0.000002742   0.000003753
      1922.0   0.000003104   0.000004258
      1923.0   0.000000000   0.000000000
      1924.0   0.000004988   0.000006881
      1925.0   0.000002384   0.000003295
      1926.0   0.000000000   0.000000000
      1927.0   0.000002425   0.000003357
      1928.0   0.000007421   0.000010279
      1929.0   0.000000000   0.000000000
      1930.0   0.000000000   0.000000000
      1931.0   0.000007086   0.000009817
      1932.0   0.000003406   0.000004713
      1933.0   0.000003756   0.000005189
      1934.0   0.000006707   0.000009257
      1935.0   0.000000000   0.000000000
      1936.0   0.000000000   0.000000000
      1937.0   0.000000000   0.000000000
      1938.0   0.000000000   0.000000000
      1939.0   0.000000000   0.000000000
      1940.0   0.000002788   0.000003780
      1941.0   0.000000000   0.000000000
      1942.0   0.000000000   0.000000000
      1943.0   0.000003193   0.000004268
      1944.0   0.000003707   0.000004927
      1945.0   0.000005055   0.000006683
      1946.0   0.000003197   0.000004200
      1947.0   0.000000000   0.000000000
      1948.0   0.000000000   0.000000000
      1949.0   0.000000513   0.000000659
      1950.0   0.000000000   0.000000000
      1951.0   0.000000000   0.000000000
      1952.0   0.000006772   0.000008491
      1953.0   0.000007800   0.000009695
      1954.0   0.000000000   0.000000000
      1955.0   0.000000000   0.000000000
      1956.0   0.000005204   0.000006285
      1957.0   0.000002378   0.000002841
      1958.0   0.000006179   0.000007305
      1959.0   0.000012043   0.000014084
      1960.0   0.000007105   0.000008224
      1961.0   0.000000000   0.000000000
      1962.0   0.000004241   0.000004801
      1963.0   0.000011037   0.000012347
      1964.0   0.000007037   0.000007778
      1965.0   0.000001852   0.000002022
      1966.0   0.000000591   0.000000638
      1967.0   0.000008283   0.000008836
